Date,Adj Close,Volume,Surprise_EPS,Total Sentiment,Avg Sentiment
2020-06-01,111.22872161865234,1209500.0,0.03,0.9984,0.9984
2020-06-02,115.19344329833984,3112600.0,0.03,0.9984,0.9984
2020-06-03,119.94713592529297,3762300.0,0.03,0.9633,0.9633
2020-06-04,120.69668579101562,1653200.0,0.03,0.0,0.0
2020-06-05,122.87627410888672,3549800.0,0.03,0.0,0.0
2020-06-08,122.00839233398438,1809800.0,0.03,0.0,0.0
2020-06-09,121.69279479980469,2471500.0,0.03,0.0,0.0
2020-06-10,121.18980407714844,1892700.0,0.03,0.0,0.0
2020-06-11,114.05925750732422,3210500.0,0.03,0.0,0.0
2020-06-12,116.78129577636719,3138700.0,0.03,0.0,0.0
2020-06-15,116.87005615234375,1695500.0,0.03,0.0,0.0
2020-06-16,121.00242614746094,2706300.0,0.03,0.4939,0.4939
2020-06-17,120.84461975097656,1478900.0,0.03,0.4939,0.4939
2020-06-18,121.12076568603516,1248700.0,0.03,0.4939,0.4939
2020-06-19,118.52694702148438,4495800.0,0.03,0.0,0.0
2020-06-22,118.84254455566406,2034600.0,0.03,0.0,0.0
2020-06-23,121.55471801757812,2693900.0,0.03,0.0,0.0
2020-06-24,117.82671356201172,2102900.0,0.03,0.0,0.0
2020-06-25,118.44804382324219,1809100.0,0.03,0.0,0.0
2020-06-26,116.24872589111328,2264100.0,0.03,0.0,0.0
2020-06-29,117.36317443847656,1406200.0,0.03,0.0,0.0
2020-06-30,120.9531021118164,2400500.0,0.03,0.0,0.0
2020-07-01,118.7143325805664,1587300.0,0.03,0.0,0.0
2020-07-02,119.57237243652344,1624100.0,0.03,0.0,0.0
2020-07-06,121.91963958740234,1273300.0,0.03,0.0,0.0
2020-07-07,120.93338775634766,1920300.0,0.03,0.0,0.0
2020-07-08,121.17008209228516,1818900.0,0.03,0.7845,0.7845
2020-07-09,122.4817886352539,1840900.0,0.03,0.7845,0.7845
2020-07-10,122.78752136230469,1769000.0,0.03,0.7845,0.7845
2020-07-13,115.63724517822266,14320000.0,0.03,13.619900000000001,0.4539966666666667
2020-07-14,116.38679504394531,6274100.0,0.03,2.1066,0.35109999999999997
2020-07-15,116.27831268310547,4159200.0,0.03,0.128,0.042666666666666665
2020-07-16,114.38471984863281,4183100.0,0.03,0.0,0.0
2020-07-17,115.14412689208984,2709200.0,0.03,0.3558,0.1779
2020-07-20,115.4498519897461,3532200.0,0.03,1.4368,0.7184
2020-07-21,113.00398254394531,5034400.0,0.03,1.4368,0.7184
2020-07-22,112.3135986328125,4271300.0,0.03,2.1376,0.3562666666666667
2020-07-23,110.4002914428711,4216300.0,0.03,3.3392,0.33392
2020-07-24,110.66657257080078,3736100.0,0.03,3.3392,0.33392
2020-07-27,114.20719909667969,3977500.0,0.03,1.2972,0.3243
2020-07-28,113.84227752685547,4393700.0,0.03,0.0,0.0
2020-07-29,115.91339111328125,3944200.0,0.03,-0.592,-0.296
2020-07-30,114.7003173828125,3164100.0,0.03,0.4046,0.2023
2020-07-31,113.270263671875,3293300.0,0.03,-0.1027,-0.1027
2020-08-03,114.96660614013672,3068200.0,0.03,-0.1027,-0.1027
2020-08-04,115.56820678710938,3310000.0,0.03,-0.1027,-0.1027
2020-08-05,114.57209777832031,3115000.0,0.03,-0.1027,-0.1027
2020-08-06,115.1342544555664,2299200.0,0.03,-0.1027,-0.1027
2020-08-07,114.72003936767578,2110800.0,0.03,-0.1027,-0.1027
2020-08-10,115.15399169921875,3412000.0,0.03,-0.1027,-0.1027
2020-08-11,114.95673370361328,4316100.0,0.03,-0.1027,-0.1027
2020-08-12,117.58015441894531,3601900.0,0.03,-0.1027,-0.1027
2020-08-13,116.48542022705078,2894300.0,0.03,-0.1027,-0.1027
2020-08-14,115.56820678710938,2079800.0,0.03,-0.1027,-0.1027
2020-08-17,115.82463836669922,2592400.0,0.03,-0.1027,-0.1027
2020-08-18,116.25857543945312,5718000.0,0.03,-0.1027,-0.1027
2020-08-19,116.52487182617188,4722400.0,0.03,-0.1027,-0.1027
2020-08-20,115.83448791503906,2866800.0,0.03,-0.1027,-0.1027
2020-08-21,114.42416381835938,3055900.0,0.03,-0.1027,-0.1027
2020-08-24,115.6175308227539,2292200.0,0.03,-0.1027,-0.1027
2020-08-25,118.25080108642578,3007000.0,0.03,-0.1027,-0.1027
2020-08-26,118.85240936279297,3462600.0,0.03,-0.1027,-0.1027
2020-08-27,118.00975799560547,3055400.0,0.03,-0.1027,-0.1027
2020-08-28,118.54508972167969,2123100.0,0.03,-0.1027,-0.1027
2020-08-31,115.86844635009766,2948000.0,0.03,-0.1027,-0.1027
2020-09-01,117.73218536376953,2787000.0,0.03,-0.1027,-0.1027
2020-09-02,120.77561950683594,5158000.0,0.03,-0.1027,-0.1027
2020-09-03,116.10638427734375,5880300.0,0.03,-0.1027,-0.1027
2020-09-04,116.42361450195312,3766400.0,0.03,-0.1027,-0.1027
2020-09-08,111.95263671875,5379100.0,0.03,-0.1027,-0.1027
2020-09-09,114.46074676513672,3698400.0,0.03,-0.1027,-0.1027
2020-09-10,113.28103637695312,2403800.0,0.03,-0.1027,-0.1027
2020-09-11,112.81511688232422,2361900.0,0.03,-0.1027,-0.1027
2020-09-14,113.62801361083984,2350500.0,0.03,-0.1027,-0.1027
2020-09-15,115.05554962158203,2237300.0,0.03,-0.1027,-0.1027
2020-09-16,114.55987548828125,2476800.0,0.03,-0.1027,-0.1027
2020-09-17,114.490478515625,2537800.0,0.03,-0.1027,-0.1027
2020-09-18,113.91551208496094,5849900.0,0.03,-0.1027,-0.1027
2020-09-21,112.94398498535156,3282100.0,0.03,-0.1027,-0.1027
2020-09-22,113.70732116699219,2220100.0,0.03,-0.1027,-0.1027
2020-09-23,111.52635955810547,3149800.0,0.03,-0.1027,-0.1027
2020-09-24,111.70480346679688,2255500.0,0.03,-0.1027,-0.1027
2020-09-25,112.49788665771484,2293600.0,0.03,-0.1027,-0.1027
2020-09-28,116.04689025878906,2071500.0,0.03,-0.1027,-0.1027
2020-09-29,115.64044189453125,2293900.0,0.03,-0.1027,-0.1027
2020-09-30,115.72966003417969,3185100.0,0.03,-0.1027,-0.1027
2020-10-01,117.96018981933594,3092800.0,0.03,-0.1027,-0.1027
2020-10-02,113.02330017089844,3172700.0,0.03,-0.1027,-0.1027
2020-10-05,115.59087371826172,4414000.0,0.03,-0.1027,-0.1027
2020-10-06,114.54005432128906,3773000.0,0.03,-0.1027,-0.1027
2020-10-07,117.64295959472656,4256000.0,0.03,-0.1027,-0.1027
2020-10-08,119.29850006103516,3992900.0,0.03,-0.1027,-0.1027
2020-10-09,122.26263427734375,3984700.0,0.03,-0.1027,-0.1027
