,Daily average,weekly average,monthly average,long term average,short term average
2020-03-15,0.21004583333333335,0.6780788555928834,3.0132844986374048,8.50574279136954,0.6780788555928834
2020-03-16,0.14337761194029852,0.7367743113749379,3.019906871062633,8.46392537916254,0.7367743113749379
2020-03-17,0.07408387096774194,0.7423400665614175,3.0305668300277264,8.41954803262307,0.7423400665614175
2020-03-18,0.2251,0.7182164278085031,3.052260584212147,8.369653393309237,0.7182164278085031
2020-03-19,0.1820536231884058,0.6791495152994258,3.0872078429862437,8.321029230767314,0.6791495152994258
2020-03-20,0.09070526315789473,0.6204294876096728,3.124301574067713,8.276353209771619,0.6204294876096728
2020-03-21,0.17271470588235294,0.6299346929701292,3.158554583740853,8.23814450946724,0.6299346929701292
2020-03-22,0.06252881355932204,0.5937834653567794,3.1917454894522765,8.201857032305885,0.5937834653567794
2020-03-23,0.15285588235294117,0.5573308550707956,3.21544360437398,8.161544562278136,0.5573308550707956
2020-03-24,0.1672591836734694,0.5531848121093064,3.2352271078779826,8.116781719527097,0.5531848121093064
2020-03-25,0.18216521739130434,0.5267436882964022,3.262005051085351,8.069743503541728,0.5267436882964022
2020-03-26,0.08834062499999999,0.5473983139538371,3.2874342830299685,8.02074488485447,0.5473983139538371
2020-03-27,0.27081509433962264,0.6048421778168084,3.307615251269239,7.972230647534145,0.6048421778168084
2020-03-28,0.13931020408163267,0.6361603166529269,3.3196504832162126,7.924995264232305,0.6361603166529269
2020-03-29,0.21033529411764706,0.6721583467933934,3.3221894729801735,7.878744963586782,0.6721583467933934
2020-03-30,0.09787948717948718,0.704088139618562,3.3244748909556505,7.836279762408363,0.704088139618562
2020-03-31,0.19860384615384616,0.6884753174006162,3.328858279914058,7.793624655932477,0.6884753174006162
2020-04-01,0.1568599078341014,0.6842371660187467,3.335165292967769,7.751381520584475,0.6842371660187467
2020-04-02,0.1923719178082192,0.6684656513779346,3.3417372037939397,7.710862342564855,0.6684656513779346
2020-04-03,0.20023870967741936,0.6758992268167338,3.3442562702783913,7.672855524722381,0.6758992268167338
2020-04-04,0.14291147540983606,0.6874625216159744,3.33837510257748,7.63907141865035,0.6874625216159744
2020-04-05,0.08620847457627119,0.6769755321626404,3.3247070322564336,7.605989002960549,0.6769755321626404
2020-04-06,0.1855557142857143,0.6692753359060373,3.3120454297595203,7.572597378460661,0.6692753359060373
2020-04-07,0.0735076923076923,0.6043025796825191,3.294603797771061,7.535960283913623,0.6043025796825191
2020-04-08,0.13236140350877193,0.5506153981697376,3.266798523464911,7.497095657493871,0.5506153981697376
2020-04-09,0.2761088,0.5620661563273457,3.243470698212064,7.465325169326473,0.5620661563273457
2020-04-10,0.23233076923076923,0.586914729101844,3.229065777531076,7.44481106344413,0.586914729101844
2020-04-11,0.19506666666666667,0.6738357998085173,3.2224865686985193,7.431998592876025,0.6738357998085173
2020-04-12,0.28400285714285717,0.8013047518989783,3.228952904711304,7.424961027884841,0.8013047518989783
2020-04-13,0.2540394366197183,0.8757812817884364,3.2421831254609046,7.42283888370936,0.8757812817884364
2020-04-14,0.2860115702479339,0.9519842481959221,3.2556744029637645,7.421843522858036,0.9519842481959221
2020-04-15,0.31648918918918917,1.0281531016442949,3.2799722057751577,7.422920617618332,1.0281531016442949
2020-04-16,0.284258064516129,1.066475393527464,3.312695305477354,7.426753307932617,1.066475393527464
2020-04-17,0.20958241758241758,1.0992007714963785,3.348877568030646,7.430710059266622,1.0992007714963785
2020-04-18,0.20137142857142856,1.097345913791876,3.3900440854901026,7.437921513089086,1.097345913791876
2020-04-19,0.16951714285714287,1.0283924138737304,3.431980543082697,7.450309209686378,1.0283924138737304
2020-04-20,0.194518,0.9369400959832352,3.474306169624727,7.461168509011894,0.9369400959832352
2020-04-21,0.1795972602739726,0.8491057435249538,3.5156040511855484,7.4692940555047995,0.8491057435249538
2020-04-22,0.17719342105263158,0.7763869246060995,3.557504895203769,7.476423362673119,0.7763869246060995
2020-04-23,0.2723674698795181,0.7661236990258506,3.6023492156909973,7.482720813455023,0.7661236990258506
2020-04-24,0.1824859375,0.7752874739496338,3.6517846443053186,7.494069690386197,0.7752874739496338
2020-04-25,0.271403125,0.8148990043820353,3.7099468881146778,7.5115165885472726,0.8148990043820353
2020-04-26,0.13001521739130434,0.8487604857788043,3.76999291811342,7.530489599065574,0.8487604857788043
2020-04-27,0.14052592592592594,0.8239489994315811,3.8313289031396165,7.54837182910829,0.8239489994315811
2020-04-28,0.21045238095238095,0.8091371395724534,3.9013247316266573,7.565980655321506,0.8091371395724534
2020-04-29,0.16278571428571428,0.7442194608532474,3.967046974477869,7.583577284553455,0.7442194608532474
2020-04-30,0.22297466666666668,0.7143361953682137,4.023576747617359,7.600114090810576,0.7143361953682137
2020-05-01,0.18714666666666668,0.7290685010567634,4.074870770281351,7.6206599279486085,0.7290685010567634
2020-05-02,0.33689148936170216,0.768418972984548,4.120696888053383,7.64687233403295,0.768418972984548
2020-05-03,0.12733999999999998,0.8260623690194754,4.159229555021989,7.673239307637743,0.8260623690194754
2020-05-04,0.12124833333333333,0.835034319402229,4.185709990007168,7.69886238511498,0.835034319402229
2020-05-05,0.14921272727272727,0.8228675997513125,4.195589559595421,7.724166385117623,0.8228675997513125
2020-05-06,0.29427884615384614,0.7684379421961018,4.1954979488175645,7.753069068376597,0.7684379421961018
2020-05-07,0.31774892857142856,0.7704719453551768,4.196268140763444,7.788856558658523,0.7704719453551768
2020-05-08,0.2475403846153846,0.8295105446680979,4.199364010686283,7.829486611798651,0.8295105446680979
2020-05-09,0.29760757575757574,0.9351313409507158,4.205249520579447,7.873357667459048,0.9351313409507158
2020-05-10,0.08764571428571429,0.999747015068265,4.2099766889141685,7.919649010712059,0.999747015068265
2020-05-11,0.194846835443038,0.9860349337608594,4.21194700182811,7.965925793820461,0.9860349337608594
2020-05-12,0.1144642105263158,0.9074807961106737,4.212541352466013,8.010435992987572,0.9074807961106737
2020-05-13,0.24007469879518073,0.7774447270986771,4.209336396977486,8.054102134884834,0.7774447270986771
2020-05-14,0.32103275109170304,0.7574137002552106,4.205995211994335,8.100140623505958,0.7574137002552106
2020-05-15,0.19417866666666667,0.7679411544997491,4.198567858079799,8.149949493611123,0.7679411544997491
2020-05-16,0.2637409836065574,0.8490568455366152,4.189311683024077,8.200725674782465,0.8490568455366152
2020-05-17,0.2008625,0.9347527061152846,4.184620123057491,8.251054504173633,0.9347527061152846
2020-05-18,0.09749510869565217,0.9062173968934444,4.174985315359795,8.29870617646688,0.9062173968934444
2020-05-19,0.1924022346368715,0.8774050218582481,4.164147791571224,8.344556921130174,0.8774050218582481
2020-05-20,0.1296201923076923,0.7777432557282752,4.15478379863942,8.391965605754908,0.7777432557282752
2020-05-21,0.2441431506849315,0.6987047019683302,4.1449427585132,8.440964524512987,0.6987047019683302
2020-05-22,0.15787272727272728,0.6906449634516667,4.130926945629739,8.493039399788104,0.6906449634516667
2020-05-23,0.3339642857142857,0.7184198457118058,4.119446540946936,8.549916200238775,0.7184198457118058
2020-05-24,0.23165,0.8052323777197379,4.123178351912012,8.605678521822242,0.8052323777197379
2020-05-25,0.19046976744186048,0.8678064012456693,4.1390026230187615,8.656679637458335,0.8678064012456693
2020-05-26,0.2767177777777778,0.9449972827535947,4.159350685427306,8.70563419935381,0.9449972827535947
2020-05-27,0.28376724137931036,0.9742483904084227,4.175455496630975,8.751815973773933,0.9742483904084227
2020-05-28,0.301071186440678,0.9953473427503431,4.188190649024652,8.794693818173467,0.9953473427503431
2020-05-29,0.21670430107526883,1.0364232743113835,4.195885004873294,8.834836318185195,1.0364232743113835
2020-05-30,0.2666909090909091,1.045281226074444,4.205502455045353,8.871131154230428,1.045281226074444
2020-05-31,0.10317272727272728,1.0215398103946027,4.219594750146916,8.902142514785393,1.0215398103946027
2020-06-01,0.17763157894736842,0.9495831962312645,4.234161367638677,8.930561042049828,0.9495831962312645
2020-06-02,0.26497961165048545,0.8831367763033784,4.253305341702614,8.958906755159294,0.8831367763033784
2020-06-03,0.2666322580645161,0.819182410790611,4.269055575199571,8.986797743738208,0.819182410790611
2020-06-04,0.2148985714285714,0.8283081348434507,4.282430735108435,9.016069093222292,0.8283081348434507
2020-06-05,0.211854,0.8768493660327754,4.293614185349136,9.046819310611788,0.8768493660327754
2020-06-06,0.23099672131147542,0.9048260469935436,4.299402258025228,9.079725594528458,0.9048260469935436
2020-06-07,0.1154125,0.895012451194781,4.307707138471279,9.111909598288888,0.895012451194781
