,Daily average,weekly average,monthly average,long term average,mid term average,short term average
2019-02-13,0.190945,,,,,
2019-02-14,0.11950000000000001,,,,,
2019-02-15,0.11425217391304349,,,,,
2019-02-16,0.3197125,,,,,
2019-02-17,0.11418571428571428,,,,,
2019-02-18,0.08415,,,,,
2019-02-19,0.2593532467532467,0.70544047783738,,,,0.70544047783738
2019-02-20,0.1405625,0.6689009246188594,,,,0.6689009246188594
2019-02-21,0.1924875,0.6711266392574815,,,,0.6711266392574815
2019-02-22,0.16026363636363636,0.701218262987013,,,,0.701218262987013
2019-02-23,0.14602631578947367,0.6667028857655503,,,,0.6667028857655503
2019-02-24,0.1524595744680851,0.6799492771611088,,,,0.6799492771611088
2019-02-25,0.20016705882352942,0.6755401118339783,,,,0.6755401118339783
2019-02-26,0.13903815261044178,0.6467961664776399,,,,0.6467961664776399
2019-02-27,0.13897401960784314,0.6446208798168372,,,,0.6446208798168372
2019-02-28,0.1643512195121951,0.6424442358000408,,,,0.6424442358000408
2019-03-01,0.212834,0.6415144373714796,,,,0.6415144373714796
2019-03-02,0.22657045454545455,0.6677740853649705,,,,0.6677740853649705
2019-03-03,0.17036034482758622,0.7036433887088045,,,,0.7036433887088045
2019-03-04,0.2695619047619048,0.7628424521040384,,,,0.7628424521040384
2019-03-05,0.13058360655737705,0.7983121818444993,,,,0.7983121818444993
2019-03-06,0.23703157894736843,0.8145141172016851,,,,0.8145141172016851
2019-03-07,0.17555942028985508,0.8241692401195025,,,,0.8241692401195025
2019-03-08,0.27634029850746267,0.8092162901612818,,,,0.8092162901612818
2019-03-09,0.19102857142857144,0.8299371797815156,,,,0.8299371797815156
2019-03-10,0.25958888888888887,0.853682115786651,,,,0.853682115786651
2019-03-11,0.2463843137254902,0.8938335062851279,,,,0.8938335062851279
2019-03-12,0.234605,0.92185647372035,,,,0.92185647372035
2019-03-13,0.18443061224489796,0.9331187101418545,,,,0.9331187101418545
2019-03-14,0.12628928571428572,0.9054167182843287,2.765944030576231,,,0.9054167182843287
2019-03-15,0.13116296296296295,0.831203165377262,2.8079536885299383,,,0.831203165377262
2019-03-16,0.23845833333333333,0.7683867704303944,2.8474865417260435,,,0.7683867704303944
2019-03-17,0.21222631578947368,0.7141687911655891,2.880540325386978,,,0.7141687911655891
2019-03-18,0.27981666666666666,0.7316575579325297,2.9179989776353503,,,0.7316575579325297
2019-03-19,0.09211111111111112,0.7681886994271392,2.9529903463132072,,,0.7681886994271392
2019-03-20,0.262546875,0.8097786430050822,2.979738470916338,,,0.8097786430050822
2019-03-21,0.13718181818181818,0.8256585362949673,3.006753314483655,,,0.8256585362949673
2019-03-22,0.32924545454545456,0.815513781316454,3.035140192084508,,,0.815513781316454
2019-03-23,0.03009285714285714,0.7996274258088403,3.05648003215515,,,0.7996274258088403
2019-03-24,0.038873684210526324,0.7218006371871915,3.060719203487291,,,0.7218006371871915
2019-03-25,0.17597857142857143,0.6724341612791448,3.052288617724675,,,0.6724341612791448
2019-03-26,0.22945000000000002,0.5857616247650376,3.033590300510637,,,0.5857616247650376
2019-03-27,0.16947179487179487,0.5494383861752282,3.007877643320347,,,0.5494383861752282
2019-03-28,0.22378787878787879,0.6152619939271256,2.9786447748168525,,,0.6152619939271256
2019-03-29,0.18808275862068966,0.674412460165364,2.9516933401036405,,,0.674412460165364
2019-03-30,0.24145,0.7615117900399662,2.932007022069969,,,0.7615117900399662
2019-03-31,0.13948333333333335,0.8062692700977182,2.912949902711396,,,0.8062692700977182
2019-04-01,0.19605625,0.797865294314163,2.8896786080072627,,,0.797865294314163
2019-04-02,0.1890153846153846,0.7866684282312515,2.859671195605667,,,0.7866684282312515
2019-04-03,0.24298620689655173,0.7728556138724781,2.833932726055599,,,0.7728556138724781
2019-04-04,0.1950375,0.7804284565649868,2.812489364705319,,,0.7804284565649868
2019-04-05,0.13895151515151516,0.7806580227423439,2.7877842304981275,,,0.7806580227423439
2019-04-06,0.1506681818181818,0.7710676317217265,2.755390967982681,,,0.7710676317217265
2019-04-07,0.10040526315789473,0.7254479530423071,2.7224742568137943,,,0.7254479530423071
2019-04-08,0.2708,0.6848803576962209,2.7129122473244784,,,0.6848803576962209
2019-04-09,0.2526468085106383,0.6870127694020368,2.7214955630868265,,,0.6870127694020368
2019-04-10,0.17942592592592593,0.7059214178340892,2.734318505322301,,,0.7059214178340892
2019-04-11,0.19841639344262296,0.7849780847719882,2.7491743823361245,,,0.7849780847719882
2019-04-12,0.18830285714285713,0.8244698409956015,2.764671443200316,,,0.8244698409956015
2019-04-13,0.08922941176470588,0.7946834246929506,2.772318867132826,,5.720824788958171,0.7946834246929506
2019-04-14,0.1761952380952381,0.756899900405692,2.7687600037751987,,5.7203638682225355,0.756899900405692
2019-04-15,0.14194464285714287,0.680495655900881,2.7627309574369696,,5.718058652292901,0.680495655900881
2019-04-16,0.24211875,0.6381696703246417,2.7621575402758514,,5.711027540838678,0.6381696703246417
2019-04-17,0.117984,0.6438866809937089,2.7643175385555794,,5.7008294537011315,0.6438866809937089
2019-04-18,0.11671612903225806,0.6355415863547033,2.7578983609615118,,5.689377079692959,0.6355415863547033
2019-04-19,0.18511875,0.6521079561477817,2.7441606984124522,,5.674438949369714,0.6521079561477817
2019-04-20,0.033299999999999996,0.6030156652265745,2.7287620162926864,,5.655541895886299,0.6030156652265745
2019-04-21,0.08585555555555556,0.5387026161354326,2.7135747819843687,,5.62974845501712,0.5387026161354326
2019-04-22,0.11440937500000001,0.4886826558019713,2.7003027594191087,,5.600865652600923,0.4886826558019713
