,Daily average,weekly average,monthly average,long term average,short term average
2019-02-13,0.1927972972972973,,,,
2019-02-14,0.32012456140350876,,,,
2019-02-15,0.1261,,,,
2019-02-16,0.18880869565217392,,,,
2019-02-17,0.22648,,,,
2019-02-18,0.16536666666666666,,,,
2019-02-19,0.1960078125,0.793190587136586,,,0.793190587136586
2019-02-20,0.2173688888888889,0.7875387905622299,,,0.7875387905622299
2019-02-21,0.2123245283018868,0.7699274503876697,,,0.7699274503876697
2019-02-22,0.21921142857142858,0.8044667743735107,,,0.8044667743735107
2019-02-23,0.357645,0.8619384421093514,,,0.8619384421093514
2019-02-24,0.22872,0.9151078393137916,,,0.9151078393137916
2019-02-25,0.24559090909090908,0.9801326996400155,,,0.9801326996400155
2019-02-26,0.24095,1.0371310123471915,,,1.0371310123471915
2019-02-27,0.4128430769230769,1.067519547410137,,,1.067519547410137
2019-02-28,0.08003225806451612,1.0578983692114339,,,1.0578983692114339
2019-03-01,0.276,1.0475628685427476,,,1.0475628685427476
2019-03-02,0.23253333333333334,1.029688558350252,,,1.029688558350252
2019-03-03,0.13859545454545455,0.9294528233325814,,,0.9294528233325814
2019-03-04,0.3688121212121212,0.9385839895856832,,,0.9385839895856832
2019-03-05,0.1900139534883721,0.9186163714836052,,,0.9186163714836052
2019-03-06,0.19555584415584415,0.8915085477538215,,,0.8915085477538215
2019-03-07,0.129036,0.9305727659820799,,,0.9305727659820799
2019-03-08,0.216186,0.8592854881204067,,,0.8592854881204067
2019-03-09,0.20561785714285713,0.8133956978002618,,,0.8133956978002618
2019-03-10,0.33491875,0.811591006235528,,,0.811591006235528
2019-03-11,0.2865260869565217,0.8515487000462884,,,0.8515487000462884
2019-03-12,0.18435128205128204,0.9217042446728996,,,0.9217042446728996
2019-03-13,0.19006800000000001,0.9840713491001752,,,0.9840713491001752
2019-03-14,0.21256521739130435,0.9810093439142379,,,0.9810093439142379
2019-03-15,0.2781056603773585,0.9364697103443794,,,0.9364697103443794
2019-03-16,0.21696615384615384,0.9080424742104183,,,0.9080424742104183
2019-03-17,0.3725015873015873,0.9291110991875683,,,0.9291110991875683
2019-03-18,0.21927027027027027,0.9824443705366339,,,0.9824443705366339
2019-03-19,0.18724375000000001,1.0151672709361506,,,1.0151672709361506
2019-03-20,0.3735277777777778,1.078876859369855,,,1.078876859369855
2019-03-21,0.18182941176470588,1.0493100070939425,,,1.0493100070939425
2019-03-22,0.37646451612903226,1.057365453062979,,,1.057365453062979
2019-03-23,0.1754111111111111,1.085178216904133,,,1.085178216904133
2019-03-24,0.47260588235294115,1.0986201009061718,4.693094912355876,,1.0986201009061718
2019-03-25,0.20371,1.1652001758512545,4.711129551097184,,1.1652001758512545
2019-03-26,0.18202075471698112,1.1438707489786337,4.732352015291724,,1.1438707489786337
2019-03-27,0.19008367346938776,1.1291676224178044,4.75780311201822,,1.1291676224178044
2019-03-28,0.07322678571428572,0.9898501955535207,4.780448587615609,,0.9898501955535207
2019-03-29,0.09659833333333334,0.8182847049637465,4.796631715723354,,0.8182847049637465
2019-03-30,0.3498222222222222,0.7372805216032954,4.806744694029508,,0.7372805216032954
2019-03-31,0.4058,0.7065372792859282,4.813710348022562,,0.7065372792859282
2019-04-01,0.1131031914893617,0.7856079125719938,4.820439130887182,,0.7856079125719938
2019-04-02,0.22356133333333333,0.9231972125247262,4.827605898199571,,0.9231972125247262
2019-04-03,0.20774328358208954,0.9833164109411151,4.836212018987117,,0.9833164109411151
2019-04-04,0.38154574468085106,0.9834429638950637,4.849438232307087,,0.9834429638950637
2019-04-05,0.12681142857142857,0.9770274746757599,4.865278909247189,,0.9770274746757599
2019-04-06,0.29184827586206896,0.9559429710886403,4.873970464468013,,0.9559429710886403
2019-04-07,0.2262727272727273,0.975010563084213,4.878189974615888,,0.975010563084213
2019-04-08,0.13002,0.9372602827393604,4.887335928855143,,0.9372602827393604
2019-04-09,0.14117777777777776,0.8996745304255782,4.887545134524646,,0.8996745304255782
2019-04-10,0.11171372549019608,0.799983404886644,4.875209574750335,,0.799983404886644
2019-04-11,0.22523142857142858,0.6953995937497256,4.856096280766213,,0.6953995937497256
2019-04-12,0.28345121951219515,0.6920550236610686,4.831384491319143,,0.6920550236610686
2019-04-13,0.2957064516129032,0.7237510347296061,4.801435983370934,,0.7237510347296061
2019-04-14,0.079775,0.7924960020185624,4.761029369462916,,0.7924960020185624
2019-04-15,0.2611346153846154,0.8704770906861404,4.719498203144773,,0.8704770906861404
2019-04-16,0.0924060975609756,0.8623390939878646,4.676315129344843,,0.8623390939878646
2019-04-17,0.120369375,0.7717346596775815,4.633916469399752,,0.7717346596775815
2019-04-18,0.10464313725490196,0.695331941053573,4.599196962737229,,0.695331941053573
2019-04-19,0.07492916666666667,0.5634020635467806,4.560159151073537,,0.5634020635467806
2019-04-20,0.4267739130434783,0.5628254203984189,4.5114189262154,,0.5628254203984189
2019-04-21,0.30752857142857143,0.6528728455104257,4.466863038119792,,0.6528728455104257
2019-04-22,0.19064705882352942,0.7582042167008638,4.4272887965906325,,0.7582042167008638
2019-04-23,0.188415625,0.9384585646541226,4.385691721746073,,0.9384585646541226
2019-04-24,0.14500285714285716,0.9646781947616002,4.335232429486156,,0.9646781947616002
2019-04-25,0.17993375,0.9122093204047924,4.279855489097782,,0.9122093204047924
2019-04-26,0.190036,0.8380867009499452,4.227531500766428,,0.8380867009499452
2019-04-27,0.21129655172413794,0.7413126985927992,4.174129072510735,,0.7413126985927992
2019-04-28,0.2553409090909091,0.7425659731978215,4.124740794918537,,0.7425659731978215
2019-04-29,0.025885106382978723,0.7372057922557311,4.082842567018742,,0.7372057922557311
2019-04-30,0.1645938775510204,0.7256378454072786,4.046945668292462,,0.7256378454072786
2019-05-01,0.03657142857142857,0.6646683860896139,4.013187992713505,,0.6646683860896139
2019-05-02,0.4350266666666667,0.6210358531788758,3.9795830277923208,,0.6210358531788758
2019-05-03,0.18876923076923077,0.6566365122689558,3.94881550158738,,0.6566365122689558
2019-05-04,0.34940454545454547,0.7448003689471623,3.929636144266215,,0.7448003689471623
2019-05-05,0.3127,0.9456776492706888,3.9196071886801045,,0.9456776492706888
2019-05-06,0.05059130434782609,1.0055246496205659,3.9102860907600716,,1.0055246496205659
2019-05-07,0.24279642857142858,1.038157418324429,3.904243674014563,,1.038157418324429
2019-05-08,0.014062162162162165,0.9407519242293155,3.8976177244008374,,0.9407519242293155
2019-05-09,0.1804530303030303,0.7412525448528166,3.8980365532915537,,0.7412525448528166
2019-05-10,0.11249512195121952,0.6533379604568762,3.899584487558674,,0.6533379604568762
2019-05-11,0.15546333333333334,0.5300833028008626,3.8840888387715395,,0.5300833028008626
2019-05-12,0.011664705882352938,0.4900648768979922,3.8562792225727605,,0.4900648768979922
2019-05-13,0.20070731707317072,0.48817176511189964,3.8256083881795777,9.991804788478342,0.48817176511189964
2019-05-14,0.1356425,0.47658954343715365,3.8014076008126554,9.952847159183754,0.47658954343715365
2019-05-15,0.01250322580645161,0.4511005686902112,3.7773725555650586,9.904443120334314,0.4511005686902112
2019-05-16,0.15787407407407408,0.46276330006115124,3.749564947925313,9.851359031243819,0.46276330006115124
2019-05-17,0.11841320754716982,0.448788932358056,3.7215509198182604,9.797362352460299,0.448788932358056
2019-05-18,0.4074846153846154,0.4969882489889195,3.692259782425568,9.74423875461849,0.4969882489889195
2019-05-19,0.2897411764705882,0.6502370801675376,3.6731179335000057,9.690120650132183,0.6502370801675376
2019-05-20,0.17127553191489361,0.7702839337584302,3.6622998406690805,9.6338433994353,0.7702839337584302
2019-05-21,0.24408582677165355,0.942322469536944,3.660231145350738,9.577470800418501,0.942322469536944
2019-05-22,-0.07702244897959185,0.9252737103782522,3.6514761959173816,9.516215032387413,0.9252737103782522
2019-05-23,0.18270882352941176,0.8121573753182322,3.6286525527541045,9.453010785210523,0.8121573753182322
2019-05-24,0.22272567567567567,0.7085532117382026,3.5984431195500868,9.394694264391635,0.7085532117382026
2019-05-25,0.35031666666666667,0.6000886033258055,3.557977258016517,9.34364023619283,0.6000886033258055
2019-05-26,0.2415,0.692381373249358,3.522980765755862,9.296944399856612,0.692381373249358
2019-05-27,0.19712222222222223,0.8150355810814075,3.489599829218823,9.249224095022033,0.8150355810814075
2019-05-28,0.09560178571428571,0.8930462804829139,3.4563193761498914,9.199150476216435,0.8930462804829139
2019-05-29,0.21471186440677967,0.9105980693456952,3.425560312308764,9.14965714720954,0.9105980693456952
2019-05-30,0.18142321428571428,0.8335000495350071,3.402599794814993,9.100945463824734,0.8335000495350071
2019-05-31,0.41952366412213743,0.8083990405260952,3.39962258862899,9.056704878060483,0.8083990405260952
2019-06-01,0.33969696969696966,0.876102800003202,3.419723887083982,9.020295386480399,0.876102800003202
2019-06-02,0.10524615384615385,0.9503413324051238,3.4498067295753656,8.989467291286882,0.9503413324051238
2019-06-03,0.33775333333333335,1.0786815909975218,3.48248253044615,8.965780095582673,1.0786815909975218
2019-06-04,0.18407924528301886,1.0925603844051615,3.52892027467059,8.941026191176684,1.0925603844051615
