,High,Low,Open,Close,Volume,Adj Close,Surprise_EPS,Total Sentiment,Avg Sentiment,Weekly Sentiment,Monthly Sentiment,Quarterly Sentiment,weekly stock,monthly stock,quarterly stock
2020-06-01,266.7799987792969,255.52000427246094,258.0299987792969,264.30999755859375,2035000.0,260.480224609375,-1.11,4.1563,0.5937571428571429,0.5649275827944347,2.5265516421957677,0.5649275827944347,0.9723603395546275,-0.6326659024781691,-5.285506880976862
2020-06-02,265.5899963378906,259.739990234375,264.510009765625,263.5899963378906,1809800.0,259.7706604003906,-1.11,2.4222,0.8074,0.5649275827944347,2.5265516421957677,0.5649275827944347,0.8232570679727191,-1.4304860553494199,-5.082666983076574
2020-06-03,269.25,263.6000061035156,264.92999267578125,267.3900146484375,1802200.0,263.515625,-1.11,0.0,0.0,0.5649275827944347,2.5265516421957677,0.5649275827944347,-0.7666696005040023,-3.8853579899199526,-6.852208716276312
2020-06-04,266.9100036621094,256.510009765625,264.0899963378906,259.7200012207031,1997600.0,255.95675659179688,-1.11,2.8539000000000003,0.5707800000000001,0.5649275827944347,2.5265516421957677,0.5649275827944347,-3.1611000631796746,0.11686868702525076,-0.8265341757448949
2020-06-05,265.9100036621094,260.5799865722656,263.7300109863281,264.8900146484375,2336800.0,261.0518493652344,-1.11,0.0,0.0,0.5649275827944347,2.5265516421957677,0.5649275827944347,-2.57088754729139,-2.470257992994509,-4.34677472809387
2020-06-06,266.98000081380206,261.8199869791667,264.15334065755206,265.5533447265625,2256466.6666666665,261.70557657877606,-1.11,0.0,0.0,0.5649275827944347,2.5265516421957677,0.5649275827944347,-2.260701477317063,-2.6344648488797993,-5.470580084002214
2020-06-07,268.0499979654948,263.0599873860677,264.57667032877606,266.2166748046875,2176133.3333333335,262.3593037923177,-1.11,0.0,0.0,1.1229192857142858,2.5265516421957677,0.5649275827944347,-1.952061204059452,-2.2622298526278644,-6.005055975213643
2020-06-08,269.1199951171875,264.29998779296875,265.0,266.8800048828125,2095800.0,263.0130310058594,-1.11,0.0,0.0,0.629935,2.5265516421957677,0.5649275827944347,-1.6449552011385857,-2.3270608313605146,-6.53687495293506
2020-06-09,267.0799865722656,264.3500061035156,266.70001220703125,265.760009765625,2691000.0,261.90924072265625,-1.11,0.0,0.0,0.28539000000000003,2.5265516421957677,0.5649275827944347,-0.3687614495140081,-1.736578079869269,-6.442432233908109
2020-06-10,269.0299987792969,263.2300109863281,266.510009765625,265.3399963378906,1603500.0,261.4953308105469,-1.11,0.0,0.0,0.14269500000000002,2.5265516421957677,0.5649275827944347,-0.5163339646636314,-1.4019080420680947,-6.594266164014313
2020-06-11,263.5899963378906,251.07000732421875,262.82000732421875,251.50999450683594,2548900.0,247.86570739746094,-1.11,0.0,0.0,0.0,2.5265516421957677,0.5649275827944347,2.849959249887667,3.4927761892036426,0.781784087258121
2020-06-12,259.0,253.9600067138672,256.7200012207031,258.0799865722656,1436500.0,254.3404998779297,-1.11,0.0,0.0,0.0,2.5265516421957677,0.5649275827944347,3.3444783347998754,0.7920048278008183,-3.3557931180080893
2020-06-13,260.35999552408856,253.30667114257812,255.18333435058594,259.54998779296875,1468466.6666666667,255.78919474283853,-1.11,0.0,0.0,0.0,2.5265516421957677,0.5649275827944347,2.63021015505167,-0.2199235548904698,-3.357634157047128
2020-06-14,261.71999104817706,252.65333557128906,253.64666748046875,261.0199890136719,1500433.3333333333,257.2378896077474,-1.11,0.0,0.0,0.0,2.5265516421957677,0.5649275827944347,1.9239871092901393,-1.3858559086878912,-3.3748375458108963
2020-06-15,263.0799865722656,252.0,252.11000061035156,262.489990234375,1532400.0,258.68658447265625,-1.11,0.0,0.0,0.0,2.5265516421957677,0.5649275827944347,1.225674034600022,-1.43058222033363,-3.39184824997131
2020-06-16,268.79998779296875,261.0,268.5799865722656,264.7799987792969,1837500.0,260.94342041015625,-1.11,0.7123999999999999,0.17809999999999998,0.044524999999999995,2.5265516421957677,0.5649275827944347,0.3122707030646058,-1.7799426176317814,-3.7078125800382993
2020-06-17,268.3999938964844,263.7799987792969,267.1499938964844,263.9700012207031,1380100.0,260.1451416015625,-1.11,0.0,0.0,0.08904999999999999,2.5265516421957677,0.5649275827944347,-3.3058140151442275,-0.973859150329711,0.33477874665256446
