Date,Adj Close,Volume,Surprise_EPS,Total Sentiment,Avg Sentiment,Weekly Sentiment,Monthly Sentiment,Quarterly Sentiment,weekly stock,monthly stock,quarterly stock
2020-06-01,181.49484252929688,22622400.0,0.13,0.0,0.0,0.9688603285614927,3.975997327059965,0.9688603285614927,7.6628537386272555,10.496083634328173,15.045240442472041
2020-06-02,183.5596466064453,30794600.0,0.13,0.0,0.0,0.9688603285614927,3.975997327059965,0.9688603285614927,0.7354923392102838,10.356386845462067,14.157724610580505
2020-06-03,184.0063781738281,27311000.0,0.13,0.0,0.0,0.9688603285614927,3.975997327059965,0.9688603285614927,1.283974299119299,10.002146107460295,16.708922649079426
2020-06-04,181.58416748046875,28761800.0,0.13,-0.6364,-0.3182,0.9688603285614927,3.975997327059965,0.9688603285614927,3.2910682923959897,12.07631740376293,21.32910935018445
2020-06-05,185.8329162597656,39893600.0,0.13,-0.6364,-0.3182,0.9688603285614927,3.975997327059965,0.9688603285614927,3.4027887600250626,15.673083255041217,19.336925164544873
2020-06-08,186.9844512939453,33211600.0,0.13,-0.6364,-0.3182,0.9688603285614927,3.975997327059965,0.9688603285614927,3.1216855786658995,13.235293037586338,17.537633791741662
2020-06-09,188.4139404296875,29783900.0,0.13,-0.6364,-0.3182,-0.7955,3.975997327059965,0.9688603285614927,3.4352006204133887,12.19177744937275,16.012112508884087
2020-06-10,195.40252685546875,43872300.0,0.13,-0.6364,-0.3182,-1.03415,3.975997327059965,0.9688603285614927,-0.8585730015071178,9.91160324537907,11.862930368033469
2020-06-11,184.9097137451172,52854700.0,0.13,2.258,0.4516,-1.0008,3.975997327059965,0.9688603285614927,7.677037009408047,14.070975470618983,15.283106635178068
2020-06-12,186.3689727783203,43373600.0,0.13,3.1613,0.2873909090909091,-0.7365022727272726,3.975997327059965,0.9688603285614927,7.547677121687078,10.924688368811967,14.610029231504459
2020-06-15,187.5602264404297,32770200.0,0.13,1.9156,0.9578,-0.07365454545454536,3.975997327059965,0.9688603285614927,4.71048239957429,7.642637899431229,13.961701917523724
2020-06-16,192.1564178466797,42556700.0,0.13,-0.9176,-0.4588,0.5540431818181819,3.975997327059965,0.9688603285614927,3.497437458722627,8.069434184247438,11.282447467725131
2020-06-17,192.82151794433597,25687800.0,0.13,0.6951999999999999,0.17379999999999998,0.919840909090909,3.975997327059965,0.9688603285614927,1.0759806852251668,7.444389780252836,11.59013895264691
2020-06-18,194.88633728027344,23061600.0,0.13,0.6951999999999999,0.17379999999999998,1.105843181818182,3.975997327059965,0.9688603285614927,1.0798561956005412,6.407895790745275,7.267631067819777
2020-06-19,193.724853515625,44441100.0,0.13,0.6951999999999999,0.17379999999999998,0.7768454545454545,3.975997327059965,0.9688603285614927,4.283893007787049,7.753014504150629,9.539079857894862
2020-06-22,199.1053009033203,32818900.0,0.13,-1.3194,-0.6597,0.4327727272727272,3.975997327059965,0.9688603285614927,2.0591229763579366,5.444476078404039,1.2962651448645885
2020-06-23,200.4355010986328,30917400.0,0.13,1.3816,0.6908,0.2874,3.975997327059965,0.9688603285614927,2.1544273749002816,4.109208608787263,1.6368014564233566
2020-06-24,196.3952178955078,36740600.0,0.13,0.0,0.0,0.126975,3.975997327059965,0.9688603285614927,6.500200412447963,8.723570438468562,2.5876708313142673
2020-06-25,198.87696838378903,27803900.0,0.13,1.9598,0.19598,0.16809500000000005,3.975997327059965,0.9688603285614927,3.948287200137567,6.5862688293128056,1.2374400597348492
2020-06-26,194.896240234375,54675800.0,0.13,1.9102,0.47755,0.5437525,3.975997327059965,0.9688603285614927,8.404224002405126,9.105366750386763,5.398568198472995
2020-06-29,196.99082946777344,26701600.0,0.13,2.5312,0.6328,0.77566,3.975997327059965,0.9688603285614927,8.002430055915609,9.349572745635518,9.309154437055751
2020-06-30,202.02381896972656,34310300.0,0.13,0.0,0.0,1.0510175,3.975997327059965,0.9688603285614927,4.99238170149125,8.930558263083832,9.984650108502125
2020-07-01,203.2051239013672,32061200.0,0.13,0.6364,0.3182,1.3513849999999998,3.975997327059965,0.9688603285614927,1.157791499161501,10.95639032409917,9.55583851351903
2020-07-02,204.7537384033203,29315800.0,0.13,0.6364,0.3182,1.3276025,3.975997327059965,0.9688603285614927,1.0132843312200452,11.249565067244387,6.136872304190088
2020-07-06,209.1613006591797,31897600.0,0.13,0.6364,0.3182,1.23967,3.975997327059965,0.9688603285614927,-1.2624607015307936,7.297188164663458,0.38921488415728656
2020-07-07,206.7292022705078,33600700.0,0.13,0.6364,0.3182,1.2312875,3.975997327059965,0.9688603285614927,-2.0792348506684095,9.39706772963651,4.236959803900222
2020-07-08,211.2757568359375,33600000.0,0.13,0.4046,0.10115,1.1380875,3.975997327059965,0.9688603285614927,-4.6750985543437,9.105840691807279,1.471027940726994
2020-07-09,212.7548828125,33121700.0,0.13,0.4046,0.10115,1.0304624999999998,3.975997327059965,0.9688603285614927,-1.2691291695163431,1.635532518440657,1.2660308637158555
2020-07-10,212.109619140625,26177600.0,0.13,0.4046,0.10115,0.9472249999999999,3.975997327059965,0.9688603285614927,-2.3026130264583027,0.5138403385815624,1.911880568737835
2020-07-13,205.5578155517578,38135600.0,0.13,2.3825,0.7941666666666666,0.9034291666666665,3.975997327059965,0.9688603285614927,2.2601003886964555,-1.8931313712115494,3.81920651820589
2020-07-14,206.82847595214844,37591800.0,0.13,0.0,0.0,0.8886083333333332,3.975997327059965,0.9688603285614927,-2.7885802950723186,1.6562212207991744,1.8210716554561732
