Date,Adj Close,Volume,Surprise_EPS,Total Sentiment,Avg Sentiment,Weekly Sentiment,Monthly Sentiment,Quarterly Sentiment,weekly stock,monthly stock,quarterly stock
2020-06-01,176.36000061035156,5711600,0.01,0.5574,0.2787,1.1005812996605324,4.125759420826561,1.1005812996605324,3.2547093860846363,7.450668714092291,47.41438539724545
2020-06-02,174.22999572753906,8571800,0.01,0.7082,0.07868888888888889,1.1005812996605324,4.125759420826561,1.1005812996605324,-1.2512154791017291,11.123230992394092,49.354306148084405
2020-06-03,174.99000549316406,6004000,0.01,-0.0516,-0.0129,1.1005812996605324,4.125759420826561,1.1005812996605324,0.06857255467209387,9.549111909554684,51.99725849298205
2020-06-04,171.44000244140625,7301600,0.01,1.3931,0.4643666666666666,1.1005812996605324,4.125759420826561,1.1005812996605324,4.182220057653016,13.654924946766888,55.78045002390638
2020-06-05,173.8800048828125,8232200,0.01,1.3931,0.4643666666666666,1.1005812996605324,4.125759420826561,1.1005812996605324,3.7957158151534665,16.856450848588025,53.45639468557485
2020-06-08,176.5500030517578,4592600,0.01,0.7964,0.7964,1.1005812996605324,4.125759420826561,1.1005812996605324,2.747091906480883,14.080996987048222,48.3035865456807
2020-06-09,174.55999755859375,4025600,0.01,0.7964,0.7964,1.5092861111111109,4.125759420826561,1.1005812996605324,7.5045865528947475,16.08616076064575,47.639782782533196
2020-06-10,182.1000061035156,8127200,0.01,0.0,0.0,1.8213638888888886,4.125759420826561,1.1005812996605324,2.663366656874021,14.107625657087361,41.982415775425515
2020-06-11,172.0500030517578,6521200,0.01,0.0,0.0,1.9709333333333332,4.125759420826561,1.1005812996605324,11.39203167513477,16.85556494368438,48.21853529995073
2020-06-12,175.11000061035156,5443800,0.01,-0.7759,-0.38795,1.6449874999999998,4.125759420826561,1.1005812996605324,7.966419336199529,12.5920866740345,46.176689125984474
2020-06-15,178.61000061035156,6000000,0.01,-0.7759,-0.38795,0.8206291666666665,4.125759420826561,1.1005812996605324,3.88556207249911,7.491184612893996,42.33805210166089
2020-06-16,180.47999572753903,5824100,0.01,-0.5719,-0.28595,0.040874999999999925,4.125759420826561,1.1005812996605324,4.355053632767929,6.726506913251246,38.3366600616828
2020-06-17,181.3999938964844,5038600,0.01,0.7964,0.3982,-0.5232375,4.125759420826561,1.1005812996605324,0.975746599788178,7.574424451747635,38.10364537025273
2020-06-18,187.66000366210938,8677800,0.01,0.836,0.418,-0.5897749999999999,4.125759420826561,1.1005812996605324,-2.3073653130962626,3.090697505367734,28.945961315888784
2020-06-19,186.9499969482422,11841000,0.01,0.3661,0.18305,-0.21747500000000003,4.125759420826561,1.1005812996605324,0.20326551966604514,5.236698959472197,33.88606961093148
2020-06-22,191.6499938964844,6252200,0.01,0.5002000000000001,0.16673333333333334,0.3394833333333333,4.125759420826561,1.1005812996605324,0.12523115095618936,6.449256980945979,24.409079190769006
2020-06-23,189.05999755859372,6950800,0.01,3.3023,0.66046,0.8624566666666666,4.125759420826561,1.1005812996605324,1.8353968398987872,8.489370178259751,25.431081377303887
2020-06-24,185.5500030517578,4903100,0.01,1.8538,0.6179333333333333,1.2339258333333332,4.125759420826561,1.1005812996605324,6.5588779136535935,12.912956648345993,25.17919722570465
2020-06-25,188.33999633789062,4022400,0.01,2.9669000000000003,0.7417250000000001,1.6023137499999998,4.125759420826561,1.1005812996605324,4.268880058008353,10.18902135209693,23.42041067645355
2020-06-26,183.1699981689453,7595700,0.01,0.9932,0.19864,1.8655075,4.125759420826561,1.1005812996605324,9.341049725059394,13.806850902294515,29.45897649903213
2020-06-29,183.3300018310547,3972100,0.01,1.4756999999999998,0.4919,2.02099625,4.125759420826561,1.1005812996605324,9.496538203361476,17.847597716633313,36.769761080475085
2020-06-30,187.3300018310547,4478900,0.01,1.4756999999999998,0.4919,2.0949933333333335,4.125759420826561,1.1005812996605324,6.1655917038714865,45.369137170997895,38.90994431067422
2020-07-01,191.88999938964844,4754600,0.01,0.875,0.4375,1.9532654166666665,4.125759420826561,1.1005812996605324,-1.8500198358692155,43.99917046386989,35.572460640967776
2020-07-02,192.52999877929688,4200300,0.01,1.3311,0.66555,1.9202883333333332,4.125759420826561,1.1005812996605324,-1.5426173788676736,40.8092285993758,34.669921790482974
2020-07-06,197.72000122070312,5794200,0.01,1.4219,0.71095,1.9842137499999999,4.125759420826561,1.1005812996605324,-4.8705264127846615,37.897022159200475,25.25794160078989
2020-07-07,196.3800048828125,5431500,0.01,1.3332000000000002,0.33330000000000004,2.0399974999999997,4.125759420826561,1.1005812996605324,-5.535192028568839,43.217228336374006,29.43272550963639
2020-07-08,200.27999877929688,4233700,0.01,0.9954,0.24885,2.124675,4.125759420826561,1.1005812996605324,-6.241262270914362,38.15158983814012,24.535649934669404
2020-07-09,200.7400054931641,6062800,0.01,0.9954,0.24885,1.98845,4.125759420826561,1.1005812996605324,-2.814590515424624,32.0165400586529,24.295101962290556
2020-07-10,198.8800048828125,3783200,0.01,0.9954,0.24885,1.6819375,4.125759420826561,1.1005812996605324,-4.062752228820451,28.067171507925547,25.64862894934708
2020-07-13,188.33999633789062,5555400,0.01,0.9977,0.9977,1.581175,4.125759420826561,1.1005812996605324,1.576936008523,28.103434726424975,36.014664122724966
2020-07-14,189.55999755859372,5854700,0.01,0.0,0.0,1.4653625,4.125759420826561,1.1005812996605324,-0.538090465075904,32.11120273325198,35.661535647899704
2020-07-15,188.08999633789062,7681800,0.01,0.9735,0.9735,1.6348875,4.125759420826561,1.1005812996605324,0.21266902177767988,31.745445199861827,40.70391783147206
2020-07-16,185.50999450683597,7350000,0.01,-0.34,-0.34,1.772725,4.125759420826561,1.1005812996605324,2.9378536835816633,31.04415573391517,39.097631494681146
2020-07-17,187.77999877929688,4324300,0.01,0.9826,0.4913,1.6178625,4.125759420826561,1.1005812996605324,0.9159661475579681,31.34519170997087,37.20311871513487
2020-07-20,195.08999633789062,5729000,0.01,-0.1165,-0.05825,1.5106499999999998,4.125759420826561,1.1005812996605324,-0.7586220489623268,29.007123584070538,33.70239439961991
2020-07-21,190.8000030517578,5377800,0.01,-0.1165,-0.05825,0.9643375,4.125759420826561,1.1005812996605324,0.4716949067554449,31.341720175725573,29.36058877172268
