Date,Adj Close,Volume,Surprise_EPS,Total Sentiment,Avg Sentiment,Weekly Sentiment,Monthly Sentiment,Quarterly Sentiment,weekly stock,monthly stock,quarterly stock
2020-06-01,238.30999755859372,978500,0.26,2.7492,0.3927428571428572,1.5914679733727812,6.679071659446324,1.5914679733727812,-2.3624711260500986,2.7275397870799916,5.308215888913005
2020-06-02,239.8600006103516,899500,0.26,2.7492,0.3927428571428572,1.5914679733727812,6.679071659446324,1.5914679733727812,-7.479363960541925,3.6229477275466953,4.023177633589946
2020-06-03,233.41000366210938,1984400,0.26,2.807,0.70175,1.5914679733727812,6.679071659446324,1.5914679733727812,-4.9526572885574955,7.8745509342567885,8.187310016932987
2020-06-04,226.69000244140625,3109000,0.26,1.5212000000000003,0.3803000000000001,1.5914679733727812,6.679071659446324,1.5914679733727812,-0.1720408423169181,12.894258861325078,11.65027278560098
2020-06-05,231.38999938964844,1755300,0.26,5.8448,0.7306,1.5914679733727812,6.679071659446324,1.5914679733727812,-1.1625404937559247,9.957212216131559,10.009077195730125
2020-06-08,237.7899932861328,1781700,0.26,0.0,0.0,1.5914679733727812,6.679071659446324,1.5914679733727812,-3.5956045394561738,7.199634492346381,7.70007709927066
2020-06-09,233.55999755859372,875400,0.26,-0.1655,-0.1655,1.707744642857143,6.679071659446324,1.5914679733727812,-1.3829404698159913,13.075872950914983,7.818123803946392
2020-06-10,232.67999267578125,1205400,0.26,0.5859,0.5859,1.5286107142857142,6.679071659446324,1.5914679733727812,-0.8380595709229551,14.268528989208152,5.879322831865569
2020-06-11,221.9199981689453,1443800,0.26,0.5859,0.5859,1.2288375,6.679071659446324,1.5914679733727812,4.938719720754257,17.722603711051395,9.20151330994505
2020-06-12,221.8500061035156,1416300,0.26,0.5859,0.5859,1.173725,6.679071659446324,1.5914679733727812,3.3626284651068614,16.398469182749313,7.856656387761564
2020-06-15,226.3000030517578,1205600,0.26,0.5859,0.5859,1.523275,6.679071659446324,1.5914679733727812,-1.2814887831044963,12.783911747966062,4.220063156417003
2020-06-16,228.6999969482422,977600,0.26,0.5859,0.5859,1.8214249999999998,6.679071659446324,1.5914679733727812,-0.7870586251757355,13.60735058646259,3.891565052048338
2020-06-17,229.2400054931641,804000,0.26,0.6908,0.6908,2.1819749999999996,6.679071659446324,1.5914679733727812,-1.6794651942330634,14.09875732462124,3.1844301247787254
2020-06-18,230.3300018310547,1126800,0.26,0.34,0.34,2.334575,6.679071659446324,1.5914679733727812,-1.4066797496665597,12.49510844949227,0.5600630729291675
2020-06-19,230.72999572753903,1895900,0.26,0.34,0.34,2.23785,6.679071659446324,1.5914679733727812,-0.45941038366135784,13.752002910366226,0.3510586285236516
2020-06-22,232.8800048828125,1360200,0.26,0.0,0.0,1.9946499999999996,6.679071659446324,1.5914679733727812,-1.511509875754344,14.118861299130442,-2.9843748116239364
2020-06-23,229.30999755859372,1387900,0.26,0.0,0.0,1.5525250000000002,6.679071659446324,1.5914679733727812,0.5320314132363184,17.51777674563449,-0.23548615057432565
2020-06-24,223.3999938964844,1284000,0.26,0.0,0.0,1.086875,6.679071659446324,1.5914679733727812,5.599825473326407,21.9874648429704,-0.9892531403121635
2020-06-25,226.8999938964844,973700,0.26,0.0,0.0,0.5977,6.679071659446324,1.5914679733727812,2.7192655767761766,18.699865058232852,-2.225644746060547
2020-06-26,225.38999938964844,2181700,0.26,0.0,0.0,0.255,6.679071659446324,1.5914679733727812,7.733265886583443,18.492394537219457,1.122498241336377
2020-06-29,227.08999633789062,956100,0.26,0.34,0.34,0.17,6.679071659446324,1.5914679733727812,9.463210991112422,14.92799966672423,3.562462666058349
2020-06-30,229.6699981689453,1584800,0.26,-0.5499,-0.5499,0.032525,6.679071659446324,1.5914679733727812,8.399011058785371,14.70370729381019,6.335177936934901
2020-07-01,229.3600006103516,1323700,0.26,-0.5499,-0.5499,-0.15742500000000004,6.679071659446324,1.5914679733727812,5.101149684821757,11.340248708414947,9.01203266216437
2020-07-02,230.52999877929688,1424400,0.26,-0.5499,-0.5499,-0.48485000000000006,6.679071659446324,1.5914679733727812,6.41999007943731,10.471521935311948,9.369715966638632
2020-07-06,235.91000366210938,1022100,0.26,-0.5499,-0.5499,-1.1197500000000002,6.679071659446324,1.5914679733727812,1.945655659632312,9.113644892649067,2.88669299855025
2020-07-07,233.07000732421875,1255900,0.26,0.6705,0.6705,-1.3120750000000003,6.679071659446324,1.5914679733727812,1.8492287394998035,10.910881656431291,8.46526584610824
2020-07-08,242.82000732421875,1953800,0.26,1.8591,0.6196999999999999,-1.0745250000000002,6.679071659446324,1.5914679733727812,-1.2396053351592216,6.0291506833338,3.7641047335298468
2020-07-09,248.5800018310547,1974000,0.26,0.7184,0.7184,-0.38242500000000024,6.679071659446324,1.5914679733727812,1.214902345408071,-2.5625533310265296,4.0711281283417735
2020-07-10,248.9600067138672,1362200,0.26,0.7184,0.7184,0.8492249999999999,6.679071659446324,1.5914679733727812,0.1446017836773742,-5.346245364091811,11.865356880425976
2020-07-13,241.05999755859372,2488200,0.26,0.7184,0.7184,1.7877499999999997,6.679071659446324,1.5914679733727812,3.8579619787382375,-2.957771905344603,21.841033116117465
2020-07-14,245.3300018310547,1488300,0.26,0.7184,0.7184,2.4585500000000002,6.679071659446324,1.5914679733727812,1.2921363654202866,-2.8247698540118225,14.596670831170174
2020-07-15,240.5,776600,0.26,0.3976,0.3976,2.7320750000000005,6.679071659446324,1.5914679733727812,1.3596691361583821,-1.4719306803047036,19.550930982815746
2020-07-16,237.3800048828125,878300,0.26,0.3976,0.3976,2.6083250000000002,6.679071659446324,1.5914679733727812,4.330608546567268,2.3422350005168115,23.013734838274065
2020-07-17,239.80999755859372,553100,0.26,0.3976,0.3976,2.3924000000000003,6.679071659446324,1.5914679733727812,2.0849839668499768,2.4686202532064394,23.44773427245845
2020-07-20,251.6000061035156,980800,0.26,0.0,0.0,1.9722000000000002,6.679071659446324,1.5914679733727812,-1.2122428369508558,-1.399047769105648,18.11208514258539
2020-07-21,249.32000732421875,1017200,0.26,0.9201,0.9201,1.762825,6.679071659446324,1.5914679733727812,0.9906890299028682,-0.982677737469029,19.240333632078855
2020-07-22,250.3600006103516,1007500,0.26,0.9201,0.9201,1.764275,6.679071659446324,1.5914679733727812,2.220801064482756,-3.5668668768173477,17.954144766999022
2020-07-23,248.5,1112800,0.26,0.8442,0.8442,1.957575,6.679071659446324,1.5914679733727812,2.3863149600729376,-2.776657503615454,18.277671399490693
2020-07-24,243.7700042724609,516700,0.26,1.5945999999999998,0.7972999999999999,2.5298000000000003,6.679071659446324,1.5914679733727812,4.56988111515038,-0.47585988504672055,20.94596603556488
2020-07-27,247.66000366210938,519700,0.26,1.5945999999999998,0.7972999999999999,2.9407,4.550730535714286,1.5914679733727812,6.638133811802661,-0.4683855466997432,18.40022880173716
2020-07-28,244.80999755859372,357600,0.26,1.5945999999999998,0.7972999999999999,3.1902749999999997,4.615634821428571,1.5914679733727812,8.606677641576221,-2.320163691199642,21.167439173645672
2020-07-29,248.5500030517578,510900,0.26,1.5945999999999998,0.7972999999999999,3.3164749999999996,4.75053625,1.5914679733727812,5.109634597589424,-4.248641089895589,22.426073147766896
2020-07-30,251.7899932861328,734200,0.26,0.5994,0.5994,3.1938749999999994,5.0027075,1.5914679733727812,2.557694059301576,-3.8325565565737842,20.294699044784874
2020-07-31,255.9199981689453,565600,0.26,0.5994,0.5994,3.0524999999999998,5.36689,1.5914679733727812,-0.26961646074675805,-3.89965450099401,21.217569334269736
2020-08-03,254.42999267578125,529800,0.26,0.5994,0.5994,2.8923499999999995,5.843805000000001,1.5914679733727812,2.1184666916631825,-3.1206962273253063,18.755650903748784
2020-08-04,254.91000366210938,385700,0.26,0.5994,0.5994,2.69445,6.362925000000001,1.5914679733727812,2.6087614455880983,-3.9857218297233854,20.77595649218935
2020-08-05,264.10000610351557,1351500,0.26,0.5994,0.5994,2.5460249999999998,6.843367500000001,1.5914679733727812,-1.889443633710936,-5.138207879821043,17.353269789135236
