,High,Low,Open,Close,Volume,Adj Close,Surprise_EPS,Total Sentiment,Avg Sentiment,Weekly Sentiment,Monthly Sentiment,Quarterly Sentiment,weekly stock,monthly stock,quarterly stock
2020-06-01,2476.929931640625,2444.169921875,2448.0,2471.0400390625,2928900.0,2471.0400390625,-1.35,-2.1513,-0.35855,0.0,0.0,0.0,2.1456560271425436,25.242096606953478,39.57879492536332
2020-06-02,2473.530029296875,2445.31005859375,2467.0,2472.409912109375,2529900.0,2472.409912109375,-1.35,-1.6542,-0.8271,0.0,0.0,0.0,5.195343809429671,25.242096606953478,39.57879492536332
2020-06-03,2488.0,2461.169921875,2468.010009765625,2478.39990234375,2671000.0,2478.39990234375,-1.35,0.5464,0.1366,0.0,0.0,0.0,6.820935098821596,25.242096606953478,41.18464553999074
2020-06-04,2507.5400390625,2450.010009765625,2477.429931640625,2460.60009765625,2948700.0,2460.60009765625,-1.35,2.2792,0.5698,0.0,0.0,0.0,3.956752800830431,25.335279102750004,43.51986552124508
2020-06-05,2488.64990234375,2437.1298828125,2444.510009765625,2483.0,3306400.0,2483.0,-1.35,0.3558,0.08895,0.0,0.0,0.0,2.4977857241743857,21.178820668042693,35.642368103101084
2020-06-06,2502.4332682291665,2453.8666178385415,2463.0733235677085,2496.6866861979165,3527833.3333333335,2496.6866861979165,-1.35,0.6088,0.2451,0.0,0.0,0.0,2.3072760105729264,21.09339098344284,32.30917028360693
2020-06-07,2516.2166341145835,2470.6033528645835,2481.6366373697915,2510.3733723958335,3749266.6666666665,2510.3733723958335,-1.35,0.8618,0.40125,0.0,0.0,0.0,2.1167662969714676,21.00796129884299,28.97597246411278
2020-06-08,2530.0,2487.340087890625,2500.199951171875,2524.06005859375,3970700.0,2524.06005859375,-1.35,1.1148,0.5574,0.0,0.0,0.0,1.9262565833700083,20.92253161424314,25.64277464461863
2020-06-09,2626.429931640625,2525.0,2529.43994140625,2600.860107421875,5176000.0,2600.860107421875,-1.35,-0.5267,-0.5267,0.0,0.0,0.0,0.5540441051886851,20.83710192964329,22.309576825124477
2020-06-10,2722.35009765625,2626.260009765625,2645.0,2647.449951171875,4946000.0,2647.449951171875,-1.35,0.4404,0.4404,0.0,0.0,0.0,-0.24438500528635537,20.751672245043437,18.976379005630324
2020-06-11,2671.3798828125,2536.22998046875,2603.5,2557.9599609375,5800100.0,2557.9599609375,-1.35,2.7938,0.27938,0.0,0.0,0.0,3.753773358362434,22.68722290368874,27.781910480878658
2020-06-12,2621.47998046875,2503.35009765625,2601.2099609375,2545.02001953125,5436100.0,2545.02001953125,-1.35,1.7742,0.17742,0.0,0.0,0.0,5.107621521119389,21.80296769061669,24.757765481415625
2020-06-13,2608.9866536458335,2504.9000651041665,2576.3400065104165,2554.239990234375,4912433.333333333,2554.239990234375,-1.35,1.1683333333333334,0.11586888888888888,0.0,0.0,0.0,5.23378545807085,20.579315617647723,23.230366151937563
2020-06-14,2596.4933268229165,2506.4500325520835,2551.4700520833335,2563.4599609375,4388766.666666667,2563.4599609375,-1.35,0.5624666666666667,0.05431777777777777,0.0,0.0,0.0,5.359949395022309,19.35566354467875,21.7029668224595
2020-06-15,2584.0,2508.0,2526.60009765625,2572.679931640625,3865100.0,2572.679931640625,-1.35,-0.043399999999999966,-0.007233333333333328,0.0,0.0,0.0,5.48611333197377,18.132011471709784,20.175567492981436
2020-06-16,2620.0,2576.0,2620.0,2615.27001953125,3585600.0,2615.27001953125,-1.35,2.7368,0.27368000000000003,0.0,0.0,0.0,5.702657525392205,16.908359398740817,18.648168163503374
2020-06-17,2655.0,2631.820068359375,2647.5,2640.97998046875,2959300.0,2640.97998046875,-1.35,8.683,0.5426875,0.0,0.0,0.0,3.5373203343411492,15.684707325771848,19.50601315244789
2020-06-18,2659.639892578125,2636.110107421875,2647.010009765625,2653.97998046875,2487800.0,2653.97998046875,-1.35,0.5919999999999999,0.09866666666666664,0.0,0.0,0.0,3.7905371704605644,13.050215156298094,15.980531892052602
