,High,Low,Open,Close,Volume,Adj Close,short-term stock,mid-term stock,long-term stock
2019-02-13,96.04000091552734,93.84400177001953,94.58999633789062,94.01000213623047,8577900.0,94.01000213623047,0.7658772517202657,8.020424150827145,16.040840186140667
2019-02-14,94.98999786376953,93.0999984741211,93.6500015258789,94.41999816894531,6579200.0,94.41999816894531,0.5719137110775223,9.24592620867566,18.089390131626047
2019-02-15,95.43000030517578,94.44999694824219,95.0,94.91000366210938,6080200.0,94.91000366210938,1.1273834722771077,8.597614284965552,19.97681840996704
2019-02-16,,,,,,,,,
2019-02-17,,,,,,,,,
2019-02-18,,,,,,,,,
2019-02-19,95.30000305175781,94.05999755859375,94.44999694824219,95.0199966430664,8092400.0,95.0199966430664,1.6522834669440933,,18.027789400119364
2019-02-20,95.72000122070312,93.9800033569336,95.0,94.7300033569336,8154100.0,94.7300033569336,3.304124503853798,11.421935301802423,18.684678898986515
2019-02-21,95.51000213623047,94.33000183105469,94.72000122070312,94.95999908447266,6410000.0,94.95999908447266,3.2750638588202063,10.81508463719039,18.43934530860122
2019-02-22,96.0,95.06999969482422,95.23999786376953,95.9800033569336,4898000.0,95.9800033569336,2.9381116859697443,9.074805980243223,14.503019047810579
2019-02-23,,,,,,,,,
2019-02-24,,,,,,,,,
2019-02-25,97.30400085449219,96.0,96.06999969482422,96.69999694824219,7470700.0,96.69999694824219,-0.13443356517120536,,
2019-02-26,96.81999969482422,95.52999877929688,96.33999633789062,96.58999633789062,5906400.0,96.58999633789062,-0.06211570645873808,,
2019-02-27,98.04000091552734,95.93000030517578,96.11000061035156,97.86000061035156,5565400.0,97.86000061035156,-1.4306167148447935,8.900469068208158,14.234621110049611
2019-02-28,98.5250015258789,97.08000183105469,97.66000366210938,98.06999969482422,6151800.0,98.06999969482422,-1.8966050944626716,9.034363860428524,12.246356861021091
2019-03-01,99.44999694824219,98.33999633789062,98.91999816894531,98.80000305175781,5434000.0,98.80000305175781,-3.1477737998877835,8.815788274732943,12.763158118270129
2019-03-02,,,,,,,,,
2019-03-03,,,,,,,,,
2019-03-04,98.5,95.33999633789062,98.02999877929688,96.56999969482422,7855800.0,96.56999969482422,0.9112532424136822,,
2019-03-05,97.13999938964844,96.1500015258789,96.6500015258789,96.52999877929688,6321900.0,96.52999877929688,1.0048702299488317,,9.313164795872398
2019-03-06,97.27999877929688,95.91000366210938,96.5199966430664,96.45999908447266,3226500.0,96.45999908447266,2.9545910233995256,12.108646502212057,12.720303119343551
2019-03-07,96.75,95.30000305175781,96.16999816894531,96.20999908447266,6170100.0,96.20999908447266,2.9310879551596827,12.462319902157237,15.133559606221416
2019-03-08,95.7699966430664,94.51000213623047,95.04000091552734,95.69000244140625,4577700.0,95.69000244140625,5.267008869200815,13.710936129635124,16.814709925149177
2019-03-09,,,,,,,,,
2019-03-10,,,,,,,,,
2019-03-11,97.56999969482422,95.9540023803711,96.01000213623047,97.44999694824219,5387500.0,97.44999694824219,2.8937914655061325,,
2019-03-12,98.08000183105469,96.9000015258789,98.0,97.5,5624500.0,97.5,4.143590682592147,,18.584618201622597
2019-03-13,100.58999633789062,98.13999938964844,98.19999694824219,99.30999755859375,9356600.0,99.30999755859375,3.020843896637873,7.552109741594683,15.39623531508609
2019-03-14,99.66999816894531,98.93000030517578,99.45999908447266,99.02999877929688,5414700.0,99.02999877929688,5.170153296671972,7.94708961283692,15.621530254867851
2019-03-15,101.26000213623047,99.33000183105469,99.4000015258789,100.7300033569336,10960900.0,100.7300033569336,0.5360798849766373,6.442964010208982,14.881363411309485
2019-03-16,,,,,,,,,
2019-03-17,,,,,,,,,
2019-03-18,101.83000183105469,99.37000274658203,101.20999908447266,100.2699966430664,6454000.0,100.2699966430664,1.2765597402460047,,
2019-03-19,101.68499755859375,100.5999984741211,100.5999984741211,101.54000091552734,6965100.0,101.54000091552734,1.5855826234342327,,15.383102822282371
2019-03-20,103.05000305175781,100.83999633789062,101.44999694824219,102.30999755859375,6462900.0,102.30999755859375,0.7428424927829849,9.901285431085038,13.36135873770393
2019-03-21,104.55999755859375,102.08499908447266,102.1500015258789,104.1500015258789,7216700.0,104.1500015258789,-0.2784454260956349,8.276519434371423,12.472393349453588
2019-03-22,104.0,101.25,103.87000274658203,101.2699966430664,7195000.0,101.2699966430664,2.5377700997486676,9.548737156990827,17.3002911555448
2019-03-23,,,,,,,,,
2019-03-24,,,,,,,,,
2019-03-25,102.18000030517578,100.51000213623047,100.94000244140625,101.55000305175781,5117700.0,101.55000305175781,3.938946213483901,,
2019-03-26,103.28500366210938,101.75,102.33999633789062,103.1500015258789,4498000.0,103.1500015258789,2.0164825984349055,,12.942315343322381
2019-03-27,104.16999816894531,101.73999786376953,103.19999694824219,103.06999969482422,5450200.0,103.06999969482422,1.5717500255929286,7.548267005270552,11.031340623117309
2019-03-28,104.01000213623047,102.66999816894531,103.44999694824219,103.86000061035156,4459900.0,103.86000061035156,0.5776992784470414,4.900824482936998,9.907568703116064
2019-03-29,104.69999694824219,103.45999908447266,104.5199966430664,103.83999633789062,5625500.0,103.83999633789062,1.8201146819121332,5.036598171590261,9.46648900012314
2019-03-30,,,,,,,,,
2019-03-31,,,,,,,,,
2019-04-01,105.76000213623047,103.8499984741211,104.98999786376953,105.55000305175781,6157200.0,105.55000305175781,0.9663634425157124,,
2019-04-02,105.76000213623047,104.66000366210938,105.76000213623047,105.2300033569336,4177400.0,105.2300033569336,1.615505933679299,,9.31292892685968
2019-04-03,105.97000122070312,104.48999786376953,105.91000366210938,104.69000244140625,5441900.0,104.69000244140625,2.6936666625856076,2.044129658747663,10.965703944810087
2019-04-04,104.97000122070312,102.6500015258789,104.69999694824219,104.45999908447266,7996800.0,104.45999908447266,1.9146084793497646,4.432316000380082,12.655563217086222
2019-04-05,105.80000305175781,104.62000274658203,104.83999633789062,105.7300033569336,8573800.0,105.7300033569336,2.600964638879546,5.45729354002524,
2019-04-06,,,,,,,,,
2019-04-07,,,,,,,,,
2019-04-08,107.0,104.66999816894531,105.66000366210938,106.56999969482422,9261800.0,106.56999969482422,1.4732098145069892,,
2019-04-09,107.51000213623047,105.83000183105469,106.05999755859375,106.93000030517578,7217100.0,106.93000030517578,1.1876897404300615,,9.370613124913088
2019-04-10,107.7699966430664,106.38999938964844,107.1500015258789,107.51000213623047,6561800.0,107.51000213623047,1.209185560908093,4.315876939309236,10.101386284589966
2019-04-11,107.73999786376953,105.91000366210938,107.51000213623047,106.45999908447266,7681000.0,106.45999908447266,0.8453893796906605,5.607741191098562,12.380237101747356
2019-04-12,108.54000091552734,106.41000366210938,107.02999877929688,108.4800033569336,6997700.0,108.4800033569336,,3.678095262074406,11.218655782026628
2019-04-13,,,,,,,,,
2019-04-14,,,,,,,,,
2019-04-15,109.0,107.30999755859375,108.58000183105469,108.13999938964844,4480100.0,108.13999938964844,-1.2298888834486161,,
2019-04-16,108.80000305175781,107.58000183105469,108.80000305175781,108.19999694824219,3766100.0,108.19999694824219,-1.2014745462378693,,11.73752766713275
2019-04-17,108.86000061035156,107.25,107.80500030517578,108.80999755859375,5353700.0,108.80999755859375,-1.4612594187720833,,10.017463257463358
2019-04-18,108.44999694824219,105.08000183105469,108.36000061035156,107.36000061035156,10220700.0,107.36000061035156,2.66393497959407,4.126304284641225,10.665049257775609
2019-04-19,,,,,,,,,
2019-04-20,,,,,,,,,
2019-04-21,,,,,,,,,
2019-04-22,107.18000030517578,106.0199966430664,106.79000091552734,106.80999755859375,6408500.0,106.80999755859375,5.271046729238989,,
2019-04-23,107.51000213623047,106.44000244140625,107.0999984741211,106.9000015258789,8564200.0,106.9000015258789,5.491108543872622,,11.028999763553006
2019-04-24,108.38999938964844,106.41999816894531,107.11000061035156,107.22000122070312,9553100.0,107.22000122070312,3.4695030575926067,-1.5855293399385493,12.124603480688851
2019-04-25,110.91999816894531,108.5199966430664,108.5199966430664,110.22000122070312,10959400.0,110.22000122070312,-0.471787576394313,-1.3518398178802218,10.052623578608236
2019-04-26,110.56999969482422,107.87999725341797,109.72000122070312,110.55999755859375,7683200.0,110.55999755859375,1.2662821606313295,0.18994128899230714,4.12446209179012
2019-04-27,,,,,,,,,
2019-04-28,,,,,,,,,
2019-04-29,113.0,110.44000244140625,110.69999694824219,112.44000244140625,6989300.0,112.44000244140625,-1.4140910109938187,,
2019-04-30,113.22000122070312,111.19999694824219,112.44000244140625,112.7699966430664,6489400.0,112.7699966430664,-3.3874255640133417,,-1.170523839778245
2019-05-01,113.69000244140625,110.91999816894531,113.20999908447266,110.94000244140625,5442200.0,110.94000244140625,-1.685598256201307,4.218496666833549,0.9915255542761194
2019-05-02,111.16000366210938,108.91000366210938,110.5999984741211,109.69999694824219,5272400.0,109.69999694824219,0.027353153624574522,4.466728953685192,0.6381081104013061
2019-05-03,112.12000274658203,110.25,110.56999969482422,111.95999908447266,4660500.0,111.95999908447266,-1.3844189309021215,2.2686682174862645,-1.0360807808149755
2019-05-04,,,,,,,,,
2019-05-05,,,,,,,,,
2019-05-06,111.12000274658203,108.58000183105469,109.44000244140625,110.8499984741211,4722600.0,110.8499984741211,-3.6265193490326566,,
2019-05-07,110.16999816894531,107.63999938964844,110.16999816894531,108.94999694824219,6178700.0,108.94999694824219,0.1284987549976212,,-4.910508145000376
2019-05-08,109.87999725341797,108.1500015258789,108.58000183105469,109.06999969482422,4118000.0,109.06999969482422,2.2279273053771664,7.417258631998563,-3.7040441247191613
2019-05-09,110.13300323486328,107.24800109863281,108.0999984741211,109.7300033569336,4657300.0,109.7300033569336,3.772896439437537,5.695798604571059,-2.82512167017057
2019-05-10,110.68000030517578,107.45999908447266,109.22000122070312,110.41000366210938,3750900.0,110.41000366210938,2.1646583736765512,6.095458295731105,-3.2786909034623535
2019-05-11,,,,,,,,,
2019-05-12,,,,,,,,,
2019-05-13,108.62999725341797,106.5199966430664,107.5999984741211,106.83000183105469,5657900.0,106.83000183105469,4.979874196049797,,
2019-05-14,110.4000015258789,107.3499984741211,107.55999755859375,109.08999633789062,4559700.0,109.08999633789062,3.0616959202564944,,-5.839211046865703
2019-05-15,111.93000030517578,108.30999755859375,108.58999633789062,111.5,5315300.0,111.5,0.8699562517516817,4.484304932735426,-4.896860165446328
2019-05-16,114.66000366210938,111.16000366210938,111.19999694824219,113.87000274658203,6031800.0,113.87000274658203,-3.4864328839425536,0.5005705463033617,-9.308866117361887
2019-05-17,114.25,112.24199676513672,113.06999969482422,112.80000305175781,4512400.0,112.80000305175781,-2.6152522143843573,1.1968071255296444,-6.95922508079515
2019-05-18,,,,,,,,,
2019-05-19,,,,,,,,,
2019-05-20,113.30999755859375,111.2300033569336,111.97000122070312,112.1500015258789,3631600.0,112.1500015258789,,,
2019-05-21,113.12000274658203,111.68599700927734,112.66999816894531,112.43000030517578,4001400.0,112.43000030517578,-0.5692425401683244,,-4.23374733016997
2019-05-22,113.95999908447266,112.20999908447266,112.27999877929688,112.47000122070312,3091700.0,112.47000122070312,-2.125010548331437,2.276160336808562,-4.534541138763944
2019-05-23,111.70999908447266,109.05999755859375,111.47000122070312,109.9000015258789,7183600.0,109.9000015258789,1.3739782668473377,5.705183399465165,-0.07279511368873723
2019-05-24,111.23999786376953,109.45999908447266,110.83999633789062,109.8499984741211,4832500.0,109.8499984741211,-0.09103183933557522,7.127903449993503,-0.983160533506169
2019-05-25,,,,,,,,,
2019-05-26,,,,,,,,,
2019-05-27,,,,,,,,,
2019-05-28,113.13999938964844,110.5,110.56999969482422,111.79000091552734,6568300.0,111.79000091552734,-2.737273041893968,,-3.69442456355175
2019-05-29,110.97000122070312,109.30999755859375,110.75,110.08000183105469,8166200.0,110.08000183105469,0.6268121371134137,6.240911158169517,-2.3891759075811976
2019-05-30,111.56999969482422,110.08999633789062,110.63999938964844,111.41000366210938,3871800.0,111.41000366210938,0.33210223949874584,6.247194018215222,-3.536488925496955
2019-05-31,110.80000305175781,108.73999786376953,110.33000183105469,109.75,4913500.0,109.75,3.8906575335457,9.011388965511106,-0.4920281690454157
2019-06-01,,,,,,,,,
2019-06-02,,,,,,,,,
2019-06-03,111.08999633789062,103.95999908447266,111.08999633789062,105.5199966430664,11261200.0,105.5199966430664,9.571651274478395,,
2019-06-04,108.83000183105469,105.77999877929688,106.83000183105469,108.7300033569336,7280400.0,108.7300033569336,5.398689355244259,,
2019-06-05,110.87999725341797,109.45999908447266,110.04000091552734,110.7699966430664,6220200.0,110.7699966430664,3.367340859414093,9.145080066630644,-3.629138543734023
2019-06-06,112.04000091552734,110.2699966430664,111.11000061035156,111.77999877929688,4744000.0,111.77999877929688,3.5247830420767463,7.094292710481333,-2.728569919190391
2019-06-07,115.13999938964844,112.08000183105469,112.30000305175781,114.0199966430664,5916400.0,114.0199966430664,1.88563549305248,4.201018292012575,-2.2452180617121815
2019-06-08,,,,,,,,,
2019-06-09,,,,,,,,,
2019-06-10,117.3499984741211,114.8499984741211,115.0999984741211,115.62000274658203,6483600.0,115.62000274658203,1.3319502499085258,,
2019-06-11,117.44999694824219,113.29499816894531,116.97000122070312,114.5999984741211,5038900.0,114.5999984741211,1.2041927584529,,-8.001743709460936
2019-06-12,114.88999938964844,113.47000122070312,114.58999633789062,114.5,3914400.0,114.5,2.3056763228370634,3.6593907785207422,-9.999997334709334
2019-06-13,115.81999969482422,114.58999633789062,114.81999969482422,115.72000122070312,4089400.0,115.72000122070312,2.6529551179048676,3.8886968134553723,-10.110615670770926
2019-06-14,116.7300033569336,115.2699966430664,115.91000366210938,116.16999816894531,4242000.0,116.16999816894531,0.034433086130526286,4.41594642650503,-7.807523317366136
2019-06-15,,,,,,,,,
2019-06-16,,,,,,,,,
2019-06-17,117.33499908447266,116.37000274658203,116.58000183105469,117.16000366210938,4621600.0,117.16000366210938,-0.5633353034136395,,
2019-06-18,118.64600372314453,115.83999633789062,118.5999984741211,115.9800033569336,6793300.0,115.9800033569336,-1.3278158914928833,,-8.156584273198888
2019-06-19,117.33999633789062,115.22000122070312,116.0,117.13999938964844,5166000.0,117.13999938964844,-2.5524994701628407,-4.857437656696002,-8.22946853327397
2019-06-20,119.94999694824219,117.83999633789062,118.8499984741211,118.79000091552734,5437500.0,118.79000091552734,-4.3101293939907555,-5.68229644580943,-11.103630221188213
2019-06-21,117.27999877929688,115.97000122070312,116.08000183105469,116.20999908447266,10651500.0,116.20999908447266,-1.5058945131975527,-4.999567682958574,-8.682554356235938
2019-06-22,,,,,,,,,
2019-06-23,,,,,,,,,
2019-06-24,116.77300262451172,115.66000366210938,116.51000213623047,116.5,3369800.0,116.5,-1.2618036229211373,,
2019-06-25,116.95999908447266,113.38999938964844,116.58000183105469,114.44000244140625,5393700.0,114.44000244140625,1.5117054269767491,,-8.152745221961775
2019-06-26,116.37999725341797,114.11499786376953,115.69999694824219,114.1500015258789,4637300.0,114.1500015258789,3.0924211407010715,-9.24222769227561,-9.163380591021083
2019-06-27,114.87000274658203,113.08000183105469,114.51000213623047,113.66999816894531,5139300.0,113.66999816894531,,-7.600949704254406,-8.38391742131696
2019-06-28,114.62000274658203,113.33000183105469,114.23999786376953,114.45999908447266,6679800.0,114.45999908447266,2.358906691624283,-6.840819407377477,-8.658043082283413
2019-06-29,,,,,,,,,
2019-06-30,,,,,,,,,
2019-07-01,116.75,114.3499984741211,116.72000122070312,115.02999877929688,5566900.0,115.02999877929688,1.6691282181347584,,
2019-07-02,116.19999694824219,114.58000183105469,115.18000030517578,116.16999816894531,4153900.0,116.16999816894531,1.8937803325409934,,-10.828959309063316
2019-07-03,117.72000122070312,116.05999755859375,116.87999725341797,117.68000030517578,3288900.0,117.68000030517578,1.6655328682782573,-12.712439705708164,-12.873896572561941
2019-07-04,,,,,,,,,
2019-07-05,117.4000015258789,114.69000244140625,116.54000091552734,117.16000366210938,3801700.0,117.16000366210938,2.526458682102233,-11.855587730350273,-13.767501176708388
2019-07-06,,,,,,,,,
2019-07-07,,,,,,,,,
2019-07-08,117.2249984741211,115.13999938964844,116.33999633789062,116.94999694824219,4983600.0,116.94999694824219,3.3775157594786833,,
2019-07-09,118.62000274658203,116.25,116.37000274658203,118.37000274658203,4739000.0,118.37000274658203,1.1320404720775576,,-14.150544573239577
2019-07-10,120.19999694824219,118.77999877929688,119.11000061035156,119.63999938964844,5879700.0,119.63999938964844,-0.6937494444073872,-10.00501611649022,-16.975925829326798
2019-07-11,120.75,119.23999786376953,120.16999816894531,120.6500015258789,4999700.0,120.6500015258789,-0.6464971151530144,-11.007044021005148,-17.206798071840502
2019-07-12,121.0,119.30999755859375,120.91999816894531,120.12000274658203,4540300.0,120.12000274658203,-1.2404307851270509,-8.574760919284858,-16.300367452007762
2019-07-13,,,,,,,,,
2019-07-14,,,,,,,,,
2019-07-15,121.04000091552734,119.80000305175781,120.7699966430664,120.9000015258789,3721000.0,120.9000015258789,-1.8279562089166732,,
2019-07-16,121.4800033569336,119.52999877929688,121.0999984741211,119.70999908447266,4006600.0,119.70999908447266,0.42603135922721774,,-15.002923082306005
