,High,Low,Open,Close,Volume,Adj Close,short-term stock,mid-term stock,long-term stock
2019-02-13,52.4900016784668,51.560001373291016,52.0,51.59000015258789,11004000.0,48.509239196777344,1.6669882984233122,11.065327734896165,68.89223260094086
2019-02-14,51.77000045776367,51.09000015258789,51.5,51.56999969482422,17895000.0,48.49042892456055,1.512499532902358,13.776269079709474,69.2127939519214
2019-02-15,52.36000061035156,51.599998474121094,52.08000183105469,51.97999954223633,12239500.0,48.87594223022461,2.193149130909691,10.757496467326723,61.16373535760098
2019-02-16,,,,,,,,,
2019-02-17,,,,,,,,,
2019-02-18,,,,,,,,,
2019-02-19,52.47999954223633,51.75,52.0,52.0099983215332,8258400.0,48.904151916503906,1.9611573542133225,,49.03084494221107
2019-02-20,52.91999816894531,52.13999938964844,52.25,52.45000076293945,12863700.0,49.3178825378418,1.1248657701846334,11.500870139484531,49.960083960976725
2019-02-21,52.59000015258789,51.900001525878906,52.5,52.349998474121094,7826200.0,49.223846435546875,1.9866339484936764,12.254954689091594,33.93683813742005
2019-02-22,53.150001525878906,52.63999938964844,52.689998626708984,53.119998931884766,13394500.0,49.9478645324707,2.033133456035128,9.846952690309026,29.995731480571365
2019-02-23,,,,,,,,,
2019-02-24,,,,,,,,,
2019-02-25,53.970001220703125,52.900001525878906,53.779998779296875,52.9900016784668,15341700.0,49.82563781738281,1.490832747131798,,
2019-02-26,53.220001220703125,52.279998779296875,53.08000183105469,53.029998779296875,11366700.0,49.86323928833008,1.7160126319020326,,
2019-02-27,53.130001068115234,52.27000045776367,52.95000076293945,53.040000915527344,10426200.0,49.872642517089844,4.519637498284739,10.165212691568046,24.67971473358884
2019-02-28,53.7599983215332,52.709999084472656,53.0,53.38999938964844,19000200.0,50.201744079589844,2.375463199860548,8.836689972998657,24.60133619187595
2019-03-01,54.400001525878906,53.709999084472656,54.0,54.20000076293945,12659000.0,50.96337127685547,-0.08774121536179366,5.138400127786899,24.28838820390394
2019-03-02,,,,,,,,,
2019-03-03,,,,,,,,,
2019-03-04,54.70000076293945,53.2599983215332,54.58000183105469,53.779998779296875,14021700.0,50.56845474243164,2.234996605743554,,
2019-03-05,54.22999954223633,53.70000076293945,53.900001525878906,53.939998626708984,10092800.0,50.71889877319336,2.850713259331714,,25.018782451861156
2019-03-06,55.459999084472656,53.72999954223633,53.88999938964844,54.79999923706055,20521300.0,52.126705169677734,1.0766425000236008,4.343072805899989,24.908752133141864
2019-03-07,55.04999923706055,53.61000061035156,54.83000183105469,54.029998779296875,13667300.0,51.39426803588867,2.535638924316501,30.39051789103282,25.176017069779412
2019-03-08,53.630001068115234,53.029998779296875,53.45000076293945,53.529998779296875,10117100.0,50.91865539550781,5.735105281532392,47.73025512398094,27.41978211000583
2019-03-09,,,,,,,,,
2019-03-10,,,,,,,,,
2019-03-11,54.75,53.650001525878906,53.720001220703125,54.349998474121094,10738800.0,51.69865798950195,4.563020250222597,,
2019-03-12,55.310001373291016,54.540000915527344,54.65999984741211,54.84000015258789,9575300.0,52.16474914550781,3.8840335229880405,,29.80446483704623
2019-03-13,55.939998626708984,55.0,55.029998779296875,55.38999938964844,9198900.0,52.687923431396484,3.1955158996752275,47.986996358120145,29.790875541917966
2019-03-14,55.869998931884766,55.25,55.529998779296875,55.400001525878906,7306100.0,52.69744110107422,4.277967251079641,56.53428565927033,26.76187127008369
2019-03-15,57.34000015258789,54.91999816894531,55.0,56.599998474121094,27985600.0,53.83889389038086,0.38869049394613386,53.40988439260078,24.68057099482391
2019-03-16,,,,,,,,,
2019-03-17,,,,,,,,,
2019-03-18,57.189998626708984,56.439998626708984,56.619998931884766,56.83000183105469,13089300.0,54.05767822265625,-0.3343331289708146,,
2019-03-19,57.68000030517578,56.779998779296875,57.16999816894531,56.970001220703125,9363700.0,54.19084548950195,1.8079721634923187,,22.418307163867166
2019-03-20,57.689998626708984,56.75,57.029998779296875,57.15999984741211,8804800.0,54.37157440185547,-0.4373690029356252,52.641704848783945,27.0429578461848
2019-03-21,58.279998779296875,57.20000076293945,57.22999954223633,57.77000045776367,19542700.0,54.951820373535156,-2.111821421158477,49.09121579641923,25.42199428126751
2019-03-22,58.09000015258789,56.75,57.68000030517578,56.81999969482422,10243500.0,54.048160552978516,0.36959004759958447,52.00635555134274,29.188452528976278
2019-03-23,,,,,,,,,
2019-03-24,,,,,,,,,
2019-03-25,56.939998626708984,56.06999969482422,56.58000183105469,56.63999938964844,6929600.0,53.87694549560547,2.0656751384463843,,
2019-03-26,58.38999938964844,56.66999816894531,57.150001525878906,58.0,16051800.0,55.17060089111328,0.15516528722760337,,27.290891940767114
2019-03-27,57.66999816894531,56.31999969482422,57.349998474121094,56.90999984741211,11934400.0,54.13376998901367,1.3530133481146962,55.06942047065139,28.647255134878176
2019-03-28,57.38999938964844,56.34000015258789,57.029998779296875,56.54999923706055,11064300.0,53.79133605957031,2.316546623817927,50.66312670040215,33.74902737918723
2019-03-29,57.560001373291016,56.939998626708984,57.0,57.029998779296875,8529100.0,54.24791717529297,1.6833270444081565,48.23778128407429,33.472697602928
2019-03-30,,,,,,,,,
2019-03-31,,,,,,,,,
2019-04-01,58.150001525878906,57.11000061035156,57.63999938964844,57.810001373291016,12066500.0,54.9898681640625,-0.08649858927314824,,
2019-04-02,58.529998779296875,57.65999984741211,57.97999954223633,58.09000015258789,7614500.0,55.25620651245117,-1.1189511306217577,,34.66787867214845
2019-04-03,58.290000915527344,57.18000030517578,58.20000076293945,57.68000030517578,11563400.0,54.866207122802734,-2.3404823815479645,45.440370741620214,34.73285226492362
2019-04-04,58.61000061035156,57.689998626708984,57.75,57.86000061035156,9905100.0,55.037437438964844,-3.3875035400569486,48.859287258830804,33.65092536360873
2019-04-05,58.189998626708984,57.689998626708984,57.97999954223633,57.9900016784668,12332600.0,55.16108703613281,-1.793418711897001,48.749805327027076,
2019-04-06,,,,,,,,,
2019-04-07,,,,,,,,,
2019-04-08,58.4900016784668,57.5099983215332,57.790000915527344,57.7599983215332,8942400.0,54.94230270385742,-1.00413843285279,,
2019-04-09,57.65999984741211,57.029998779296875,57.56999969482422,57.439998626708984,11713400.0,54.637916564941406,22.64972105708007,,34.628201546016676
2019-04-10,57.86000061035156,56.099998474121094,57.709999084472656,56.33000183105469,15976500.0,53.58207321166992,40.38698955213499,36.019878374386735,37.137759278849344
2019-04-11,56.900001525878906,55.790000915527344,56.439998626708984,55.900001525878906,13903800.0,53.17304229736328,42.915937835972954,39.08765582365557,34.23915671389198
2019-04-12,57.16999816894531,56.06999969482422,56.279998779296875,56.95000076293945,13483500.0,54.171817779541016,,21.703251298851324,30.612372513496933
2019-04-13,,,,,,,,,
2019-04-14,,,,,,,,,
2019-04-15,57.66999816894531,57.029998779296875,57.13999938964844,57.18000030517578,10712500.0,54.39060592651367,43.35430540144314,,
2019-04-16,71.02999877929688,57.290000915527344,57.459999084472656,70.44999694824219,86755900.0,67.01325225830078,23.094403283588512,,8.047521956072258
2019-04-17,82.5199966430664,76.48999786376953,78.81999969482422,79.08000183105469,156019300.0,75.22225952148438,9.800191327539684,,-3.4374451038852554
